date,event,nouns
2022-01-22,SSK,"['베이징', '김보름', '탈래요', '스피드스케이팅', '베이징']"
2022-01-22,CUR,"['갑질', '코로나19', '탓', '팀', '긍정', '힘', '베이징간다', '오', '쎈강릉']"
2022-01-22,CUR,"['이젠', '초희', '팀', '박태환', '금빛']"
2022-01-22,CUR,"['팀', '여자컬링', '베이징서', '일본']"
2022-01-22,CUR,"['코로나19', '팀', '묘책', '훈련장', '베이징화']"
2022-01-22,CUR,"['예선', '일본', '2번', '여자', '컬링', '베이징서', '우리']"
2022-01-22,CUR,"['휠체어', '컬링', '뉴', '오벤저스']"
2022-01-22,SBD,"['배추보', '189㎝', '보드', '자유자재', '기술', '구사']"
2022-01-22,BOB,"['베이징', '0', '001초', '승부', '아찔', '짜릿', '콜라보', '봅슬레이', '스켈레톤']"
2022-01-22,FSK,"['올림픽', '피겨', '이해', '4대륙선수권', '준우승', '김예림', '동메달']"
2022-01-22,FSK,"['올림픽', '피겨', '이해', '4대륙선수권', '준우승', '김예림', '동메달']"
2022-01-22,FSK,"['4대륙', '피겨', '이해', '은메달', '김예림', '동메달']"
2022-01-22,FSK,"['피겨', '4대륙', '올림픽', '한풀', '이해', '최고점', '기록', '銀', '획득', '김예림', '銅']"
2022-01-22,FSK,"['차준환', '쇼트', '1위', '개', '최고', '98', '96점']"
2022-01-22,FSK,"['차준환', '4회', '점프', '클린', '올림픽', '전초전', '최고점']"
2022-01-22,FSK,"['피겨', '4대륙', '이해', '김예림', '유영', '오늘', '저녁', '프리']"
2022-01-22,FSK,"['피겨', '부문', '동계올림픽', '첫', '제3', '성', '수', '출전']"
2022-01-22,FSK,"['동계올림픽', '첫', '제3', '성', '수', '로미오', '줄리엣']"
2022-01-22,FSK,"['연', '키즈', '피겨', '간판', '으', '유영', '꿈', '무대', '베이징', '선수']"
2022-01-22,FSK,"['피겨', '4대륙', '쇼트', '1위', '차준환', '팬', '관중들', '에너지', '것', '목표']"
2022-01-22,NCB,"['재밌', '동계종목', '남자만', '종목', '스키', '왕', '노르딕', '복합']"
2022-01-23,SSK,"['베이징', '스피드스케이팅', '金', '영웅', '트랙', '작별', '것', '자연']"
2022-01-23,SSK,"['쇼트트랙', '국가대표', '김지유', '올림픽', '출전자격', '일방적', '박탈', '억울', '원통해']"
2022-01-23,ALP,"['베이징', '명승부⓶', '후계자', '시프린', '회전', '최강', '블로바', '누구', '스키', '퀸']"
2022-01-23,BTH,"['전남체육회', '랍신', '에바쿠모바', '베이징', '바이애슬론']"
2022-01-23,STK,"['올림픽', '전', '무산', '쇼트트랙', '김지유', '일방적', '박탈', '원통']"
2022-01-23,STK,"['평창', '2관왕', '최민정', '세계', '랭킹', '1위', '이유빈', '金', '후보']"
2022-01-23,STK,"['베이징행', '무산', '쇼트트랙', '김지유', '출전권', '일방적', '박탈', '속상해']"
2022-01-23,STK,"['부상', '베이징행', '불발', '김지유', '억울']"
2022-01-23,STK,"['발목', '골절', '쇼트트랙', '김지유', '올림픽', '무산', '억울', '원통']"
2022-01-23,STK,"['올림픽', '무산', '쇼트트랙', '김지유', '베이징', '출전권', '일방적', '박탈']"
2022-01-23,STK,"['쇼트트랙', '김지유', '일방적', '올림픽', '출전권', '박탈', '주장']"
2022-01-23,STK,"['대표팀', '제외', '김지유', '올림픽', '출전권', '일방적', '박탈']"
2022-01-23,STK,"['명단', '제외', '김지유', '올림픽', '출전권', '박탈']"
2022-01-23,STK,"['억울', '원통', '쇼트트랙', '김지유', '올림픽', '출전자격', '일방적', '박탈당해']"
2022-01-23,STK,"['올림픽', '전', '무산', '쇼트트랙', '김지유', '속상한', '마음', '억울']"
2022-01-23,STK,"['준비', '끝났다', '남자', '쇼트트랙', '간판', '황대헌', '베이징', '선수']"
2022-01-23,STK,"['심석희', '공백', '올림픽', '金1', '고속성장', '이유빈', '베이징', '오', '쎈', '시선']"
2022-01-23,STK,"['최민정에', '마지막', '미션', '세계랭킹', '1위', '베이징', '오', '쎈', '시선']"
2022-01-23,FSK,"['피겨', '차준환', '4대륙', '우승', '韓', '남자', '싱글', '첫', '메달', '수확']"
2022-01-23,FSK,"['역사', '차준환', '올림픽', '중요', '자신감']"
2022-01-23,FSK,"['피겨', '차준환', '김연아', '이후', '첫', '쾌거', '한국', '남자', '싱글', '최초', '금메달']"
2022-01-23,FSK,"['피겨', '차준환', '4대륙', '선수권', '우승', '한국', '남자', '싱글', '첫', '메달']"
2022-01-23,FSK,"['차준환', '사상', '첫', '4대륙선수권', '우승', '쾌거', '베이징올림픽', '청신호']"
2022-01-23,FSK,"['차준환', '피겨', '4대륙선수권', '금메달', '쾌거', '韓', '남자싱글', '최초']"
2022-01-23,FSK,"['피겨', '차준환', '4대륙', '선수권', '우승', '한국', '남자', '수', '최초']"
2022-01-23,FSK,"['차준환', '한국', '남자', '피겨', '사상', '첫', '4대륙선수권', '우승']"
2022-01-23,FSK,"['피겨', '차준환', '4대륙대회', '우승', '한국', '남자', '싱글', '첫', '메달', '쾌거']"
2022-01-23,FSK,"['피겨', '차준환', '한국', '남자', '싱글', '첫', '금메달']"
2022-01-23,FSK,"['피겨', '차준환', '4대륙대회', '우승', '한국', '남자', '싱글', '첫', '메달', '쾌거']"
2022-01-23,FSK,"['피겨', '4대륙', '차준환', '韓', '남자', '피겨', '사상', '4대륙선수권', '첫', '우승', '쾌거']"
2022-01-23,FSK,"['올림픽', '피겨', '이해', '4대륙선수권', '준우승', '김예림', '동메달']"
2022-01-23,FSK,"['피겨', '4대륙', '올림픽', '전초전', '銅', '김예림', '올림픽', '전', '마지막', '대회', '클린해']"
2022-01-23,FSK,"['피겨', '4대륙', '銀', '획득', '이해', '2년', '전', '슬픔', '눈물', '기쁨', '눈물']"
2022-01-23,FSK,"['피겨', '베이징올림픽', '전', '김예림', '4대륙선수권', '동메달', '유영', '6위']"
2022-01-24,SSK,"['베이징', '동료', '양보', '기회', '흑', '여성', '스피드스케이터', '올림픽', '역사']"
2022-01-24,SSK,"['베이징', '스피드스케이팅', '아이콘', '크라머', '마지막', '도전', '사상', '최초', '올림픽', '메달', '10개']"
2022-01-24,CUR,"['베이징동계패럴림픽', '휠체어컬링팀', '애칭', '장윤정고백']"
2022-01-24,CUR,"['장윤정', '고백', '휠체어컬링', '12년', '만', '메달', '도전']"
2022-01-24,CUR,"['박태환', '금', '그곳', '팀', '금', '그곳']"
2022-01-24,CUR,"['베이징', '日', '안경', '선배', '재등장', '긴장', '2018', '팀', '평창', '신화', '정조준']"
2022-01-24,CUR,"['때', '때', '단단', '팀', '베이징', '선수']"
2022-01-24,CUR,"['박태환', '경기장', '팀', '새역사']"
2022-01-24,CUR,"['2022', '베이징올림픽', '나', '강원전사', '2', '팀', '컬링']"
2022-01-24,SBD,"['베이징', '우울증', '극복', '천재', '스노보더', '클로', '베이징서', '2연속', '金', '시동']"
2022-01-24,SBD,"['베이징', '끔찍', '부상', '단순', '사고', '천재', '스노보더', '오메로드', '금메달', '정조준']"
2022-01-24,LUG,"['루', '형제', '박진용', '조정명', '사상', '첫', '메달', '기대']"
2022-01-24,IHO,"['베이징', '자율vs격리', '아이스하키', '라이벌', '미국', '캐나다', '상반', '생활']"
2022-01-24,IHO,"['베이징동계올림픽', '종목소개', '아이스하키']"
2022-01-24,STK,"['베이징', '사상', '첫', '금메달', '쇼트트랙', '남녀', '에이스', '4인방', '총출동']"
2022-01-24,STK,"['전력', '약화', '여자', '쇼트트랙', '나쁜손', '판커', '존재', '찝찝']"
2022-01-24,STK,"['쇼트트랙', '5일', '첫', '金', '물꼬', '어게인', '평창']"
2022-01-24,STK,"['쇼트트랙', '혼성계주', '첫', '金', '스타트', '베이징올림픽', '금빛', '시나리오']"
2022-01-24,STK,"['베이징', '라이벌', '쇼트트랙', '최민정', '수잔', '슐팅']"
2022-01-24,STK,"['베이징동계올림픽', '쇼트트랙', '스포츠과학', '힘']"
2022-01-24,STK,"['베이징', '확대경⑮', '쇼트트랙', '최강', '타이틀', '베이징서']"
2022-01-24,STK,"['쇼트트랙', '선수들', '투', '때', '최고']"
2022-01-24,STK,"['세계', '1위', '평창', '막내']"
2022-01-24,NCB,"['올림픽', '전', '노르딕복합', '남매', '처지']"
2022-01-24,SKN,"['크럼프턴', '스켈레톤', '28년', '아메리칸', '사모']"
2022-01-25,SSK,"['17세', '국가대표', '제2', '이상화', '겁', '빙판', '위', '순둥']"
2022-01-25,SSK,"['도전', '베이징', '남자', '매스스타트', '정재원', '메달', '도전장']"
2022-01-25,SSK,"['막내', '팀', '주축', '정재원', '기량', '것']"
2022-01-25,SSK,"['빙속', '메달', '기대주', '정재원', '두', '번', '올림픽', '기량', '발휘', '것', '오', '쎈현장']"
2022-01-25,SSK,"['금', '5', '은', '5', '동1', '빙속', '전설', '뷔스트']"
2022-01-25,SSK,"['스피드스케이팅', '박성현', '극', '베이징올림픽', '출전']"
2022-01-25,SSK,"['좌절', '김보름']"
2022-01-25,SSK,"['빙속', '박성현', '베이징', '동계올림픽', '1500m', '추', '출전권', '극', '획득']"
2022-01-25,SSK,"['빙속', '박성현', '베이징', '올림픽', '추', '출전권', '확보']"
2022-01-25,SSK,"['빙속', '박성현', '베이징올림픽', '1500m', '출전권', '추', '획득']"
2022-01-25,SSK,"['스피드스케이팅', '박성현', '베이징', '올림픽', '출전권', '추', '확보']"
2022-01-25,SSK,"['영원', '빙속', '여제', '이상화', '위원', '부담']"
2022-01-25,SSK,"['빙속', '박성현', '베이징', '올림픽', '추', '출전권', '확보']"
2022-01-25,SSK,"['빙속', '박성현', '베이징', '올림픽', '추', '출전권', '확보']"
2022-01-25,SSK,"['베이징동계올림픽', '스피드스케이팅', '장비', '과학화', '밀착지원']"
2022-01-25,SSK,"['베이징', '이상', '소년', '빙속', '에이스', '정재원', '금메달', '질주']"
2022-01-25,SSK,"['그대들', '응원', '빙속', '제갈성렬', '포기', '승부']"
2022-01-25,ALP,"['평창선', '부상', '알파', '첫', '10위', '돌진']"
2022-01-25,LUG,"['베이징', '평창올림픽', '최악', '美', '여', '베이징서', '루', '메달', '정조준']"
2022-01-25,LUG,"['빙속', '박성현', '베이징올림픽', '1500m', '추', '출전권', '획득']"
2022-01-25,BTH,"['바이애슬론', '김선수', '베이징', '동계올림픽', '출전']"
2022-01-25,BTH,"['스포츠', '북유럽', '군', '들', '순찰']"
2022-01-25,BTH,"['북', '바이애슬론', '간판', '김선수', '베이징', '동계올림픽', '출전']"
2022-01-25,BTH,"['생애', '첫', '올림픽', '전', '바이애슬론', '김선수', '최선', '것']"
2022-01-25,BTH,"['베이징', '우리', '한국', '수', '바이애슬론', '국가대표', '랍신', '에바쿠모바']"
2022-01-25,IHO,"['재밌다', '아이스하키']"
2022-01-25,IHO,"['베이징', '명승부⓷', '女', '아이스하키', '숙적', '미국', '우리', '팀', '걸스', '파워', '최종', '승자']"
2022-01-25,IHO,"['베이징', '라이벌', '여자', '아이스하키', '미국']"
2022-01-25,CCS,"['엄마', '자랑', '크로스컨트리', '이채원', '딸', '편지']"
2022-01-25,CCS,"['동계올림픽', '선수단', '결단식', '참석', '윤석열', '안철수']"
2022-01-25,FRS,"['베이징', '뇌진탕', '코', '19', '악재', '켄워시', '국적', '올림픽', '金', '사냥']"
2022-01-25,FRS,"['재밌다', '프리스타', '스키']"
2022-01-25,FRS,"['프리스타', '월드컵', '톱10', '디딤돌', '사상', '첫', '메달']"
2022-01-25,SKN,"['베이징', '태권도', '수', '월드컵', '金', '웨스턴', '스켈레톤', '윤성빈', '올림픽', '격돌']"
2022-01-25,SKN,"['재밌다', '스켈레톤']"
2022-01-25,SKN,"['재밌다', '스키점프']"
2022-01-25,SKN,"['4년', '메달', '이번']"
2022-01-26,CUR,"['팀', '언니들', '경험', '올림픽', '때']"
2022-01-26,ALP,"['베이징', '확대경⑯', '알파인스키', '간판', '정동현', '무한도전', '韓', '최고', '기록']"
2022-01-26,SBD,"['배추', '보', '이상호', '금메달', '1순위', '후보']"
2022-01-26,SBD,"['아찔', '속', '묘', '설원', '서커스']"
2022-01-26,SBD,"['클로', '평창올림픽', '금메달', '쓰레기통']"
2022-01-26,SBD,"['美', '타임지', '커버', '장식', '평창', '스타', '클로', '베이징서', '주목', '베이징', '9']"
2022-01-26,SBD,"['평창올림픽', '금메달', '쓰레기통', '클로']"
2022-01-26,SBD,"['베이징', '스키', '스노보드', '징징댔는데', '세계', '제패', '폴란드', '선수']"
2022-01-26,SBD,"['스노보드', '전설', '숀', '화이트', '유종', '미']"
2022-01-26,LUG,"['프리쉐', '한국', '사랑', '태극기', '네일아트']"
2022-01-26,LUG,"['손톱', '태극마크', '프리쉐', '3년', '재활', '한국', '잔류', '이유']"
2022-01-26,LUG,"['목발', '3', '만', '출국', '루', '임남규', '베이징', '기적']"
2022-01-26,LUG,"['태극', '네일아트', '루', '국대', '프리쉐', '베이징', '목표', '15위']"
2022-01-26,LUG,"['루', '국가대표팀', '포부', '베이징에선', '메달']"
2022-01-26,LUG,"['태극기', '네일아트', '눈', '국가대표', '프리쉐', '올림픽', '15위', '목표']"
2022-01-26,LUG,"['부상', '극복', '루', '프리쉐', '베이징서', '귀화', '신화']"
2022-01-26,LUG,"['태극기', '네일아트', '루', '프리쉐', '한국', '내', '삶', '일부']"
2022-01-26,LUG,"['베이징', '태극기', '네일아트', '프리쉐', '기회', '한국', '감사해']"
2022-01-26,LUG,"['베이징', '메달권', '도전', '전', '종목', '자력', '전', '루', '대표팀', '포부', '종합']"
2022-01-26,LUG,"['베이징', '은퇴', '후', '복귀', '루', '국대', '임남규', '2연속', '올림픽', '전', '기적']"
2022-01-26,LUG,"['베이징', '동갑내기', '3번', '올림픽', '동행', '박진용', '조정명', '베이징에서', '메달권', '노']"
2022-01-26,LUG,"['공포', '루', '프리쉐', '부모님']"
2022-01-26,BTH,"['전북체육회', '김선수', '바이애슬론', '베이징올림픽', '출전']"
2022-01-26,BTH,"['재밌다', '바이애슬론']"
2022-01-26,BOB,"['최선', '결과', '내', '것', '수', '몫', '영혼', '단짝', '한국', '썰매', '맏형', '출사표']"
2022-01-26,BOB,"['윤성빈', '성적', '베이징동계올림픽', '메달']"
2022-01-26,BOB,"['봅슬레이', '서영우', '부상', '낙마', '원윤종', '결과', '하늘']"
2022-01-26,BOB,"['아이언맨', '윤성빈', '냉정', '평', '성적', '메달']"
2022-01-26,BOB,"['봅슬레이', '원윤종', '최선', '결과', '하늘', '것']"
2022-01-26,BOB,"['봅슬레이', '원윤종', '베이징', '못', '서영우', '몫', '오']"
2022-01-26,BOB,"['베이징', '학대', '봅슬레이', '금메달리스트', '미국', '국기']"
2022-01-26,CCS,"['6번', '올림픽', '크로스컨트리', '전설', '이채원', '베이징', '선수⑪']"
2022-01-26,CCS,"['설원', '위', '마라톤', '크로스컨트리', '스키', '베이징동계올림픽', '종목소개']"
2022-01-26,STK,"['베이징', '올림픽', '공무원', '김아랑', '맏언니', '리더십', '번', '단체전', '3연패', '영광', '누']"
2022-01-26,FSK,"['스포츠머그', '영혼', '직장인', '피겨', '수', '토모노', '이색', '갈라쇼']"
2022-01-26,FSK,"['베이징', '러시아', '男', '피겨', '간판', '콜랴다', '코로나19', '확진', '판정', '올림픽', '전', '불발']"
2022-01-26,FSK,"['베이징', '라이벌', '피겨스케이팅', '슈퍼스타', '하뉴', '점프머신', '첸']"
2022-01-26,SKN,"['윤성빈', '고백', '메달', '정승기', '희망']"
2022-01-26,SKN,"['스켈레톤', '기대주', '정승기', '베이징', '메달', '욕심', '내보']"
2022-01-26,SKN,"['스켈레톤', '기대주', '정승기', '베이징', '욕심', '번', '내보']"
2022-01-26,SKN,"['아이언맨', '윤성빈', '성적', '베이징', '메달']"
2022-01-26,SKN,"['윤성빈', '이번', '시즌', '부진', '나', '때문']"
2022-01-26,SKN,"['스포츠타', '슬럼프', '아이언맨', '윤성빈', '베이징', '날아오를까']"
2022-01-26,SKN,"['막내', '영광', '형님']"
2022-01-26,SKN,"['평창', '신화', '스켈레톤', '정승기', '욕심', '번', '내보']"
2022-01-26,SKN,"['아이언맨', '윤성빈', '성적', '베이징', '메달']"
2022-01-26,SKN,"['올림픽시즌', '부진', '나', '것', '평창', '금메달리스트', '윤성빈', '백의종군']"
2022-01-26,SKN,"['베이징서', '메달', '도전', '스켈레톤', '아이언맨', '과', '스파이더맨']"
2022-01-26,SKN,"['아이스맨', '연상케', '아이언맨', '윤성빈', '사실상', '메달']"
2022-01-26,SKN,"['썰매', '간판', '윤성빈', '베이징', '올림픽', '메달']"
2022-01-26,SKN,"['냉정', '자기', '평', '윤성빈', '질주', '계속']"
2022-01-26,SKN,"['아이언맨', '윤성빈', '현재', '10위', '메달', '나', '자초', '일']"
2022-01-26,SKN,"['아이언맨', '윤성빈', '성적', '베이징', '메달']"
2022-01-26,SKN,"['웃음기', '윤성빈', '부진', '이유', '나', '메달']"
2022-01-26,SKN,"['윤성빈', '냉정', '평', '성적', '올림픽', '메달']"
2022-01-26,SKN,"['냉정', '윤성빈', '성적', '베이징', '메달']"
2022-01-26,SKN,"['평창', '金', '윤성빈', '솔직', '발언', '베이징', '메달', '현실적']"
2022-01-27,CUR,"['엄마', '안경', '선배', '가족', '힘', '도전']"
2022-01-27,CUR,"['14년', '전', '박태환', '금빛', '추억', '위', '도전', '팀킴']"
2022-01-27,CUR,"['번', '팀', '2연속', '메달', '노']"
2022-01-27,CUR,"['日언론', '4년', '전', '안경', '선배', '이젠', '엄마', '베이징올림픽']"
2022-01-27,CUR,"['베이징', '라이벌', '재격돌', '여자', '컬링', '팀', '팀', '후지사']"
2022-01-27,SBD,"['상승세', '배추보', '이번', '금배추', '가즈']"
2022-01-27,SBD,"['평창올림픽', '금메달', '쓰레기통', '스노보드', '여제', '클로', '김', '고백']"
2022-01-27,SBD,"['메달', '클로', '스트레스', '고백']"
2022-01-27,SBD,"['클로', '평창올림픽', '금메달', '쓰레기통']"
2022-01-27,SBD,"['평창', '금메달', '쓰레기통', '천재', '스노보더', '클로', '김', '고백']"
2022-01-27,SBD,"['천재', '스노보더', '클로', '김', '평창올림픽', '금메달', '쓰레기통', '이유']"
2022-01-27,SBD,"['그대들', '응원', '스노보드', '개척자', '김호준', '이상호', '베이징', '金', '확신']"
2022-01-27,LUG,"['베이징', '안녕', '저', '이름', '아일린이에요', '벽', '수', '태극마크', '질주']"
2022-01-27,LUG,"['뼈', '부상', '올림픽', '끝']"
2022-01-27,LUG,"['귀국', '후', '3일', '만', '재출국', '루', '임남규', '올림픽']"
2022-01-27,LUG,"['재밌다', '루']"
2022-01-27,LUG,"['루', '여제', '가이젠베르거', '독주', '스타', '탄생']"
2022-01-27,LUG,"['임남규', '박진용', '조정명', '프리쉐', '루', '기적']"
2022-01-27,LUG,"['루', '귀화선수', '프리쉐', '끔찍', '부상', '뿌듯']"
2022-01-27,IHO,"['황당', '중국', '아이스하키', '부적격', '수', '올림픽', '대표팀', '선발']"
2022-01-27,BOB,"['파트너', '교체', '포지션', '변경', '모노봅', '도전', '사연', '한국', '봅슬레이대표팀']"
2022-01-27,BOB,"['美', '봅슬레이', '등', '확진', '각국', '올림픽', '대표팀', '초비상']"
2022-01-27,BOB,"['베이징', '영국', '최초', '동', '하계', '올림픽', '전', '더글라스', '14년', '만', '베이징', '리턴']"
2022-01-27,BOB,"['베이징', '쿨러닝', '후예', '자메이카', '봅슬레이', '대표팀', '무한도전', '메달']"
2022-01-27,BOB,"['슬럼프', '윤성빈', '단짝', '원윤종']"
2022-01-27,CCS,"['재밌다', '크로스컨트리', '스키']"
2022-01-27,CCS,"['크로스컨트리', '여제', '확진', '비상', '각국', '대표팀', '발', '베이징', '8']"
2022-01-27,CCS,"['노르웨', '크로스컨트리', '코로나19', '확진', '베이징', '출발', '빨간불']"
2022-01-27,CCS,"['노르웨', '크로스컨트리', '팀', '코로나19', '확진자', '발생', '중국행', '연기']"
2022-01-27,CCS,"['노르웨', '크로스컨트리', '대표팀', '코', '확진자', '발생', '비상']"
2022-01-27,CCS,"['노르웨', '크로스컨트리', '팀', '코로나19', '확진자', '발생', '중국행', '연기']"
2022-01-27,CCS,"['엄마', '힘', '이채원', '6번', '도전', '위대']"
2022-01-27,CCS,"['41세', '크로스컨트리', '이채원', '6번', '올림픽', '도전', '베이징', '오', '쎈', '시선']"
2022-01-27,FSK,"['베이징', '명승부⓸', '라이벌', '나', '자', '뿐', '천재', '소녀', '발리예바', '무한', '도전']"
2022-01-27,FSK,"['베이징', '올림픽', '기분', '폭풍', '성장', '18세', '소녀', '얼음판', '화']"
2022-01-27,FSK,"['첫', '올림픽', '인생', '무대', '로']"
2022-01-27,SKN,"['한국', '썰매', '어벤져스', '아이언맨', '과', '스파이더맨']"
2022-01-28,CUR,"['엄마', '안경', '선배', '가족', '힘', '도전']"
2022-01-28,CUR,"['베이징', '주목', '다크호스', '지금', '초희', '시대', '4년', '전', '후보', '플레이어']"
2022-01-28,ALP,[]
2022-01-28,ALP,"['평창올림픽', '스키', '2관왕', '크뢰거', '코로나19', '베이징행', '불발']"
2022-01-28,ALP,"['베이징', '라이벌', '알파', '스키', '최강', '시프린', '블로바']"
2022-01-28,SBD,"['스노보드', '이상호', '하던대', '금메달']"
2022-01-28,SBD,"['신무기', '적응', '완료', '금빛', '선물', '기대하세요']"
2022-01-28,SBD,"['4㎝', '보드', '적응', '끝', '배추보', '베이징선', '금']"
2022-01-28,SBD,"['배추보', '이상호', '이번', '선물', '금메달']"
2022-01-28,SBD,"['배추보', '이상호', '평창', '기념재단', '플레이윈터', '홍보대사', '임명']"
2022-01-28,SBD,"['스노보드', '이상호', '보드', '완벽', '적응', '이번', '금메달']"
2022-01-28,SBD,"['스노보드', '알파', '봉민호', '감독', '한국', '수', '결승', '대결', '목표']"
2022-01-28,SBD,"['평창서', '은메달', '배추', '보', '이상호', '이번', '금메달', '따올게요']"
2022-01-28,SBD,"['평창', '기념재단', '플레이윈터', '홍보대사', '스노보드', '이상호', '임명']"
2022-01-28,SBD,"['한국', '스키', '첫', '메달리스트', '이상호', '베이징', '금']"
2022-01-28,SBD,"['배추보', '스노보드', '이상호', '목표', '금메달']"
2022-01-28,SBD,"['金배추', '이상호의', '韓스노보드', '역사', '완결판', '베이징', '7']"
2022-01-28,SBD,"['평창', '銀', '배추보', '이상호', '금빛', '역사']"
2022-01-28,CCS,"['노르웨', '크로스컨트리', '날벼락', '평창', '2관왕', '코', '확진', '올림픽', '좌절']"
2022-01-28,CCS,[]
2022-01-28,STK,"['5회', '연속', '올림픽', '폰타', '역대', '최다', '메달', '전설', '도전']"
2022-01-28,STK,"['전체', '출정식', '응원', '이유빈', '베이징金', '선봉', '올림픽', '7']"
2022-01-28,STK,"['베이징', '한국', '金', '선봉장', '누구', '쇼트트랙', '4', '효자', '종목', '역사']"
2022-01-28,NCB,"['베이징동계올림픽', '종목소개⑭', '노르딕복합']"
2022-01-28,NCB,"['유럽선수들', '스키']"
2022-01-29,SSK,"['데뷔', '이상화', '고다']"
2022-01-29,SSK,"['이승훈', '무한도전', '역대', '최대', '메달']"
2022-01-29,SSK,"['재밌다', '스피드스케이팅']"
2022-01-29,SSK,"['김민석', '차민규', '정재원', '스피드스케이팅', '영광', '재현']"
2022-01-29,SSK,"['김보름', '이승훈', '평창', '논란', '명예회복', '6']"
2022-01-29,SSK,"['베이징', '김민석', '평창올림픽', '깜짝스타', '세계', '제패', '2연속', '메달', '파란불']"
2022-01-29,CUR,"['컬링', '국대', '영미', '송', '을', '아시']"
2022-01-29,ALP,"['베이징', '4살', '영재', '강영서', '정동현', '알파인스키', '한국', '최강']"
2022-01-29,SJP,"['인터뷰', '베이징행', '무산', '스키점프', '최흥철', '올림픽', '메달', '때', '도전']"
2022-01-29,BOB,[]
2022-01-29,CCS,"['엄마전사', '이채원', '6번', '올림픽', '전', '베이징', '도착', '후회']"
2022-01-29,CCS,"['6번', '올림픽', '전', '이채원', '베이징', '도착', '후회']"
2022-01-29,CCS,"['초3', '응원', '눈밭', '철', '이채원', '6번', '올림픽']"
2022-01-29,FRS,"['베이징동계올림픽', '종목소개⑮', '프리스타일스키']"
2022-01-30,SSK,"['올림픽', '대보름', '김보름', '기간', '생일', '치유']"
2022-01-30,CUR,[]
2022-01-30,CUR,"['시련', '성장', '팀', '평창', '신드롬', '4년', '만', '이']"
2022-01-30,CUR,"['알까기', '처럼', '재밌고', '체스', '복잡', '컬링', '매력', '베이징올림픽']"
2022-01-30,ALP,"['알파', '스키', '김소희', '베이징올림픽', '전', '티켓', '추', '확보']"
2022-01-30,ALP,"['알파인스키', '김소희', '베이징', '극', '출전권', '확보']"
2022-01-30,ALP,"['알파', '스키', '김소희', '3회', '연속', '올림픽', '출전']"
2022-01-30,ALP,"['알파', '스키', '김소희', '극', '베이징올림픽', '티켓', '확보']"
2022-01-30,ALP,"['알파인스키', '김소희', '베이징올림픽', '추', '합류', '한국', '수', '64명']"
2022-01-30,ALP,"['알파', '스키', '김소희', '베이징행', '티켓', '획득', '한국', '64명', '출전']"
2022-01-30,ALP,"['알파', '스키', '김소희', '베이징올림픽', '추', '합류']"
2022-01-30,ALP,"['알파', '스키', '김소희', '베이징행', '막차', '한국', '수', '64명', '출전']"
2022-01-30,ALP,"['올림픽', '알파', '스키', '김소희', '베이징행', '막차', '한국', '수', '64명', '출전']"
2022-01-30,SBD,"['배추보', '한번', '韓', '스노보드', '역사', '올림픽', '5']"
2022-01-30,SBD,"['베이징', '라이벌', '스노보드', '평행대회전', '이상호', '바우마이스터']"
2022-01-30,BTH,[]
2022-01-30,BTH,"['그대들', '응원', '바이애슬론', '이인복', '메달', '가능', '것']"
2022-01-30,STK,"['방호복', '황대헌', '쇼트트랙', '대표팀', '방역', '절차', '베이징', '입성']"
2022-01-30,STK,"['한국', '쇼트트랙', '베이징', '입성', '살기']"
2022-01-30,STK,"['금빛', '질주', '쇼트트랙', '대표팀', '베이징', '입성']"
2022-01-30,STK,"['쇼트트랙', '대표팀', '결전지', '베이징', '입성', '31일', '훈련', '돌입']"
2022-01-30,STK,"['올림픽', '쇼트트랙', '대표팀', '베이징', '입성']"
2022-01-30,STK,"['쇼트트랙', '대표팀', '결전지', '베이징', '입성', '코', '전원', '음성']"
2022-01-30,STK,"['쇼트트랙', '대표팀', '30일', '베이징', '도착', '金사냥', '돌입', '베이징동계올림픽']"
2022-01-30,STK,"['올림픽', '쇼트트랙', '대표팀', '베이징', '입성', '코', '검사', '전원', '음성', '종합']"
2022-01-30,STK,"['쇼트트랙', '대표팀', '출국', '베이징서', '금빛', '레이스', '기대']"
2022-01-30,STK,"['쇼트트랙', '대표팀', '베이징', '출국', '올림픽']"
2022-01-30,STK,"['혼', '메달', '정조준', '한국', '쇼트트랙', '대표팀', '30일', '출국']"
2022-01-30,STK,"['올림픽', '쇼트트랙대표팀', '결전', '땅', '베이징', '출국']"
2022-01-30,STK,"['쇼트트랙', '대표팀', '30일', '베이징行', '금빛', '질주', '다짐']"
2022-01-30,STK,"['韓', '국적', '상실', '천재', '임효준', '中', '메달']"
2022-01-30,STK,"['中', '텃세', '韓', '쇼트트랙', '결전지', '베이징', '출국']"
2022-01-30,STK,"['효자', '종목', '쇼트트랙', '대표팀', '베이징', '출국', '금빛', '레이스', '도전']"
2022-01-30,STK,"['쇼트트랙', '여왕', '최민정', '수잔', '슐팅', '김평호', '맞수']"
2022-01-30,STK,"['한국', '쇼트트랙', '선수단', '30일', '출국', '결전지', '베이징']"
2022-01-30,STK,"['中', '귀화', '쇼트트랙', '간판', '임효준', '中', '메달', '획득', '노력', '것']"
2022-01-30,STK,"['올림픽', '쇼트트랙', '대표팀', '베이징', '출국', '금빛', '레이스']"
2022-01-30,FRS,[]
2022-01-31,SSK,"['오르막', '전투', '전망', '스피드스케이팅', '자존심', '올림픽', '4']"
